teamID,yearID,R,AB,H,2B,3B,HR,BB,HBP,SF,SH,SB,CS
CLE,1992,674,5620,1495,227,24,127,448,45,44,42,144,67
CLE,1993,790,5619,1547,264,31,141,488,49,72,39,159,55
CLE,1995,840,5028,1461,279,23,207,542,35,48,31,132,53
CLE,1996,952,5681,1665,335,23,218,671,43,57,34,160,50
CLE,1997,868,5556,1589,301,22,220,617,37,49,45,118,59
CLE,1998,850,5616,1530,334,30,198,630,41,59,30,143,60
CLE,1999,1009,5634,1629,309,32,209,743,55,67,54,147,50
CLE,2000,950,5683,1639,310,30,221,685,51,52,41,113,34
CLE,2001,897,5600,1559,294,37,212,577,69,62,49,79,41
CLE,2002,739,5423,1349,255,26,192,542,56,39,39,52,37
CLE,2003,699,5572,1413,296,26,158,466,62,41,46,86,61
CLE,2004,858,5676,1565,345,29,184,606,78,42,47,94,55
CLE,2005,790,5609,1522,337,30,207,503,54,50,39,62,36
CLE,2006,870,5619,1576,351,27,196,556,54,43,30,55,23
CLE,2007,811,5604,1504,305,27,178,590,80,59,32,72,41
CLE,2008,805,5543,1455,339,22,171,560,103,49,43,77,29
CLE,2009,773,5568,1468,314,28,161,582,81,50,39,84,31
CLE,2010,646,5487,1362,290,20,128,545,64,33,36,91,33
CLE,2011,704,5509,1380,290,26,154,494,65,43,31,89,42
COL,1993,758,5517,1507,278,59,142,388,46,52,70,146,90
COL,1995,785,4994,1406,259,43,200,484,56,31,82,125,59
COL,1996,961,5590,1607,297,37,221,527,82,52,81,201,66
COL,1997,923,5603,1611,269,40,239,562,63,35,73,137,65
COL,1998,826,5632,1640,333,36,183,469,37,41,98,67,47
COL,1999,906,5716,1644,305,39,223,508,43,46,55,70,43
COL,2000,968,5660,1664,320,53,161,601,42,75,75,131,61
COL,2001,923,5690,1663,324,61,213,511,61,50,81,132,54
COL,2002,778,5512,1508,283,41,152,497,56,50,49,103,53
COL,2003,853,5518,1472,330,31,198,619,52,38,55,63,37
COL,2004,833,5577,1531,331,34,202,568,54,37,97,44,33
COL,2005,740,5542,1477,280,34,150,509,64,34,88,65,32
COL,2006,813,5562,1504,325,54,157,561,60,45,119,85,50
COL,2007,860,5691,1591,313,36,171,622,58,44,83,100,31
COL,2008,747,5557,1462,310,28,160,570,57,38,90,141,37
COL,2009,804,5398,1408,300,50,190,660,47,60,76,106,55
COL,2010,770,5530,1452,270,54,173,585,47,47,56,99,42
COL,2011,735,5544,1429,274,40,163,555,57,44,75,118,42
DET,1954,584,5233,1351,215,41,90,492,19,41,80,48,44
DET,1955,775,5283,1407,211,38,130,638,21,57,71,41,22
DET,1956,789,5364,1494,209,50,150,643,28,50,58,43,26
DET,1957,614,5348,1376,224,37,116,503,27,30,96,36,47
DET,1958,659,5194,1384,229,41,109,463,22,51,75,48,32
DET,1959,713,5211,1346,196,30,160,580,44,40,73,34,17
DET,1960,633,5202,1243,188,34,150,636,33,34,85,66,32
DET,1961,841,5561,1481,215,53,180,673,38,42,64,98,36
DET,1962,758,5456,1352,191,36,209,651,33,38,56,69,21
DET,1963,700,5500,1388,195,36,148,592,38,48,64,73,32
DET,1964,699,5513,1394,199,57,157,517,40,42,71,60,27
DET,1965,680,5368,1278,190,27,162,554,37,36,69,57,41
DET,1966,719,5507,1383,224,45,179,551,33,37,67,41,34
DET,1967,683,5410,1315,192,36,152,626,51,35,78,37,21
DET,1968,671,5490,1292,190,39,185,521,61,34,73,26,32
DET,1969,701,5441,1316,188,29,182,578,30,43,63,35,28
DET,1970,666,5377,1282,207,38,148,656,34,49,83,29,30
DET,1971,701,5502,1399,214,38,179,540,55,37,62,35,43
DET,1972,558,5099,1206,179,32,122,483,31,34,74,17,21
DET,1973,642,5508,1400,213,32,157,509,39,31,48,28,30
DET,1974,620,5568,1375,200,35,131,436,24,37,41,67,38
DET,1975,570,5366,1338,171,39,125,383,28,38,37,63,57
DET,1976,609,5441,1401,207,38,101,450,31,50,46,107,59
DET,1977,714,5604,1480,228,45,166,452,20,56,45,60,46
DET,1978,714,5601,1520,218,34,129,563,31,47,57,90,38
DET,1979,770,5375,1446,221,35,164,575,22,52,56,176,86
DET,1980,830,5648,1543,232,53,143,645,33,55,63,75,68
DET,1982,729,5590,1489,237,40,177,470,26,39,41,93,66
DET,1983,789,5592,1530,283,53,156,508,39,59,48,93,53
DET,1984,829,5644,1529,254,46,187,602,34,45,48,106,68
DET,1985,729,5575,1413,254,45,202,526,27,53,40,75,41
DET,1986,798,5512,1447,234,30,198,613,43,49,52,138,58
DET,1987,896,5649,1535,274,32,225,653,46,56,39,106,50
DET,1988,703,5433,1358,213,28,143,588,29,37,66,87,42
DET,1989,617,5432,1315,198,24,116,585,37,43,35,103,50
DET,1990,750,5479,1418,241,32,172,634,34,41,36,82,57
DET,1991,817,5547,1372,259,26,209,699,31,44,38,109,47
DET,1992,791,5515,1411,256,16,182,675,24,53,43,66,45
DET,1993,899,5620,1546,282,38,178,765,35,52,33,104,63
DET,1995,654,4865,1204,228,29,159,551,41,43,35,73,36
DET,1996,783,5530,1413,257,21,204,546,29,49,48,87,50
DET,1997,784,5481,1415,268,32,176,578,49,47,34,161,72
DET,1998,722,5664,1494,306,29,165,455,62,45,16,122,62
DET,1999,747,5481,1433,289,34,212,458,82,39,35,108,70
DET,2000,823,5644,1553,307,41,177,562,43,49,42,83,38
DET,2001,724,5537,1439,291,60,139,466,51,49,41,133,61
DET,2002,575,5406,1340,265,37,124,363,64,57,30,65,44
DET,2003,591,5466,1312,201,39,153,443,47,49,65,98,63
DET,2004,827,5623,1531,284,54,201,518,50,43,50,86,50
DET,2005,723,5602,1521,283,45,168,384,53,52,44,66,28
DET,2006,822,5642,1548,294,40,203,430,45,36,45,60,40
DET,2007,887,5757,1652,352,50,177,474,56,45,31,103,30
DET,2008,821,5641,1529,293,41,200,572,44,44,30,63,31
DET,2009,743,5540,1443,245,35,183,540,61,39,53,72,33
DET,2010,751,5643,1515,308,32,152,546,41,41,41,69,30
DET,2011,787,5563,1540,297,34,169,521,39,58,50,49,20
FLO,1993,581,5475,1356,197,31,94,498,51,43,58,117,56
FLO,1995,673,4886,1278,214,29,144,517,49,48,69,131,53
FLO,1996,688,5498,1413,240,30,150,553,55,45,41,99,46
FLO,1997,740,5439,1410,272,28,136,686,61,42,71,115,58
FLO,1998,667,5558,1381,277,36,114,525,45,29,70,115,57
FLO,1999,691,5578,1465,266,44,128,479,59,56,44,92,46
FLO,2000,731,5509,1441,274,29,160,540,60,51,42,168,55
FLO,2001,742,5542,1461,325,30,166,470,67,45,60,89,40
FLO,2002,699,5496,1433,280,32,146,595,61,49,59,177,73
FLO,2003,751,5490,1459,292,44,157,515,57,41,82,150,74
FLO,2004,718,5486,1447,275,32,148,499,58,40,77,96,43
FLO,2005,717,5502,1499,306,32,128,512,67,50,82,96,38
FLO,2006,758,5502,1454,309,42,182,497,74,42,76,110,58
FLO,2007,790,5627,1504,340,38,201,521,82,42,72,105,34
FLO,2008,770,5499,1397,302,28,208,543,69,46,49,76,28
FLO,2009,772,5572,1493,296,25,159,568,63,39,70,75,35
FLO,2010,719,5531,1403,294,37,152,514,55,43,51,92,26
FLO,2011,625,5508,1358,274,30,149,542,51,42,89,95,41
HOU,1962,592,5558,1370,170,47,105,493,38,34,75,42,30
HOU,1963,464,5384,1184,170,39,62,456,30,27,86,39,30
HOU,1964,495,5303,1214,162,41,70,381,49,39,87,40,48
HOU,1965,569,5483,1299,188,42,97,502,46,34,57,90,37
HOU,1966,612,5511,1405,203,35,112,491,34,37,97,90,47
HOU,1967,626,5506,1372,259,46,93,537,26,43,65,88,38
HOU,1968,510,5336,1233,205,28,66,479,48,34,97,44,51
HOU,1969,676,5348,1284,208,40,104,699,41,40,68,101,58
HOU,1970,744,5574,1446,250,47,129,598,27,43,63,114,41
HOU,1971,585,5492,1319,230,52,71,478,29,41,65,101,51
HOU,1972,708,5267,1359,233,38,134,524,32,51,62,111,56
HOU,1973,681,5532,1391,216,35,134,469,33,36,83,92,48
HOU,1974,653,5489,1441,222,41,110,471,29,48,83,108,65
HOU,1975,664,5515,1401,218,54,84,523,32,44,97,133,62
HOU,1976,625,5464,1401,195,50,66,530,21,39,57,150,57
HOU,1977,680,5530,1405,263,60,114,515,40,39,76,187,72
HOU,1978,605,5458,1408,231,45,70,434,22,44,76,178,59
HOU,1979,583,5394,1382,224,52,49,461,22,43,109,190,95
HOU,1980,637,5566,1455,231,67,75,540,13,45,89,194,74
HOU,1982,569,5440,1342,236,48,74,435,19,46,68,140,61
HOU,1983,643,5502,1412,239,60,97,517,19,54,81,164,95
HOU,1984,693,5548,1465,222,67,79,494,17,55,87,105,61
HOU,1985,706,5582,1457,261,42,121,477,23,44,66,96,56
HOU,1986,654,5441,1388,244,32,125,536,24,41,53,163,75
HOU,1987,648,5485,1386,238,28,122,526,24,50,58,162,46
HOU,1988,617,5494,1338,239,31,96,474,38,44,77,198,71
HOU,1989,647,5516,1316,239,28,97,530,27,44,83,144,62
HOU,1990,573,5379,1301,209,32,94,548,28,41,79,179,83
HOU,1991,605,5504,1345,240,43,79,502,35,43,63,125,68
HOU,1992,608,5480,1350,255,38,96,506,48,40,88,139,54
HOU,1993,716,5464,1459,288,37,138,497,40,47,82,103,60
HOU,1995,747,5097,1403,260,22,109,566,69,47,78,176,60
HOU,1996,753,5508,1445,297,29,129,554,84,55,68,180,63
HOU,1997,777,5502,1427,314,40,133,633,100,53,74,171,74
HOU,1998,874,5641,1578,326,28,166,621,72,49,58,155,51
HOU,1999,823,5485,1463,293,23,168,728,52,58,79,166,75
HOU,2000,938,5570,1547,289,36,249,673,83,61,57,114,52
HOU,2001,847,5528,1500,313,29,208,581,89,56,71,64,49
HOU,2002,749,5503,1441,291,32,167,589,59,37,64,71,27
HOU,2003,805,5583,1466,308,30,191,557,81,38,61,66,30
HOU,2004,803,5468,1458,294,36,187,590,61,52,98,89,30
HOU,2005,693,5462,1400,281,32,161,481,72,42,82,115,44
HOU,2006,735,5521,1407,275,27,174,585,73,46,100,79,36
HOU,2007,723,5605,1457,293,30,167,547,55,40,77,65,33
HOU,2008,712,5451,1432,284,22,167,449,52,41,57,114,52
HOU,2009,643,5436,1415,270,32,142,448,43,45,66,113,44
HOU,2010,611,5452,1348,252,25,108,415,33,29,75,100,36
HOU,2011,615,5598,1442,309,28,95,401,46,37,66,118,33
KC1,1955,638,5335,1395,189,46,121,462,26,34,58,22,36
KC1,1956,619,5256,1325,204,41,112,479,20,37,67,40,30
KC1,1957,563,5170,1262,195,40,166,363,24,36,62,35,27
KC1,1958,642,5261,1297,196,50,138,452,25,43,64,22,36
KC1,1959,681,5264,1383,231,43,117,481,33,38,69,34,24
KC1,1960,615,5226,1303,212,34,110,513,12,32,75,16,11
KC1,1961,683,5423,1342,216,47,90,580,25,47,89,58,22
KC1,1962,745,5576,1467,220,58,116,556,42,50,78,76,21
KC1,1963,615,5495,1356,225,38,95,529,25,46,77,47,26
KC1,1964,621,5524,1321,216,29,166,548,42,25,53,34,20
KC1,1965,585,5393,1294,186,59,110,521,35,35,74,110,51
KC1,1966,564,5328,1259,212,56,70,421,26,27,71,132,50
KC1,1967,533,5349,1244,212,50,69,452,42,36,59,132,59
KCA,1969,586,5462,1311,179,32,98,522,43,38,57,129,70
KCA,1970,611,5503,1341,202,41,97,514,21,27,63,97,53
KCA,1971,603,5295,1323,225,40,80,490,25,59,45,130,46
KCA,1972,580,5167,1317,220,26,78,534,34,38,72,85,44
KCA,1973,755,5508,1440,239,40,114,644,26,47,49,105,69
KCA,1974,667,5582,1448,232,42,89,550,32,43,56,146,76
KCA,1975,710,5491,1431,263,58,118,591,29,51,68,155,75
KCA,1976,713,5540,1490,259,57,65,484,31,71,71,218,106
KCA,1977,822,5594,1549,299,77,146,522,45,58,49,170,87
KCA,1978,743,5474,1469,305,59,98,498,30,72,55,216,84
KCA,1979,851,5653,1596,286,79,116,528,35,76,57,207,76
KCA,1980,809,5714,1633,266,59,115,508,38,63,34,185,43
KCA,1982,784,5629,1603,295,58,132,442,25,49,32,133,48
KCA,1983,696,5598,1515,273,54,109,397,23,33,32,182,47
KCA,1984,673,5543,1487,269,52,117,400,24,55,41,106,64
KCA,1985,687,5500,1384,261,49,154,473,36,41,44,128,48
KCA,1986,654,5561,1403,264,45,137,474,36,33,24,97,46
KCA,1987,715,5499,1443,239,40,168,523,30,42,34,125,43
KCA,1988,704,5469,1419,275,40,121,486,33,51,46,137,54
KCA,1989,690,5475,1428,227,41,101,554,29,50,42,154,51
KCA,1990,707,5488,1465,316,44,100,498,27,54,31,107,62
KCA,1991,727,5584,1475,290,41,117,523,35,47,53,119,68
KCA,1992,610,5501,1411,284,42,75,439,51,46,45,131,71
KCA,1993,675,5522,1455,294,35,125,428,52,51,48,100,75
KCA,1995,629,4903,1275,240,35,119,475,43,39,66,120,53
KCA,1996,746,5542,1477,286,38,123,529,43,49,66,195,85
KCA,1997,747,5599,1478,256,35,158,561,42,42,51,130,66
KCA,1998,714,5546,1459,274,40,134,475,60,65,45,135,50
KCA,1999,856,5624,1584,294,52,151,535,64,56,46,127,39
KCA,2000,879,5709,1644,281,27,150,511,48,70,56,121,35
KCA,2001,729,5643,1503,277,37,152,406,44,47,36,100,42
KCA,2002,737,5535,1415,285,42,140,524,52,51,44,140,65
KCA,2003,836,5568,1526,288,39,162,476,75,57,63,120,42
KCA,2004,720,5538,1432,261,29,150,461,76,38,40,67,48
KCA,2005,701,5503,1445,289,34,126,424,63,50,46,53,33
KCA,2006,757,5589,1515,335,37,124,474,64,48,52,65,34
KCA,2007,706,5534,1447,300,46,102,428,89,47,41,78,44
KCA,2008,691,5608,1507,303,28,120,392,50,36,32,79,38
KCA,2009,686,5532,1432,276,51,144,457,42,32,38,88,29
KCA,2010,676,5604,1534,279,31,121,471,35,53,45,115,50
KCA,2011,730,5672,1560,325,41,129,442,39,57,55,153,58
LAA,1961,744,5424,1331,218,22,189,681,30,37,80,37,28
LAA,1962,718,5499,1377,232,35,137,602,29,43,82,46,27
LAA,1963,597,5506,1378,208,38,95,448,43,46,84,43,30
LAA,1964,544,5362,1297,186,27,102,472,26,37,78,49,39
LAA,2005,761,5624,1520,278,30,147,447,29,39,43,161,57
LAA,2006,766,5609,1539,309,29,159,486,42,53,31,148,57
LAA,2007,822,5554,1578,324,23,123,507,40,65,32,139,55
LAA,2008,765,5540,1486,274,25,159,481,52,50,32,129,48
LAA,2009,883,5622,1604,293,33,173,547,41,52,43,148,63
LAA,2010,681,5488,1363,276,19,155,466,52,37,42,104,52
LAA,2011,667,5513,1394,289,34,155,442,51,32,50,135,52
LAN,1958,668,5173,1297,166,50,172,495,25,43,68,73,47
LAN,1959,705,5282,1360,196,46,148,591,28,32,100,84,51
LAN,1960,662,5227,1333,216,38,126,529,27,50,102,95,53
LAN,1961,735,5189,1358,193,40,157,596,23,36,96,86,45
LAN,1962,842,5628,1510,192,65,140,572,32,47,83,198,43
LAN,1963,640,5428,1361,178,34,110,453,26,53,85,124,70
LAN,1964,614,5499,1375,180,39,79,438,19,44,120,141,60
LAN,1965,608,5425,1329,193,32,78,492,52,35,103,172,77
LAN,1966,606,5471,1399,201,27,108,430,49,32,84,94,64
LAN,1967,519,5456,1285,203,38,82,485,43,35,91,56,47
LAN,1968,470,5354,1234,202,36,67,439,18,45,79,57,43
LAN,1969,645,5532,1405,185,52,97,484,21,33,96,80,51
LAN,1970,749,5606,1515,233,67,87,541,24,50,72,138,57
LAN,1971,663,5523,1469,213,38,95,489,21,50,72,76,40
LAN,1972,584,5270,1349,178,39,98,480,24,40,89,82,39
LAN,1973,675,5604,1473,219,29,110,497,28,57,81,109,50
LAN,1974,798,5557,1511,231,34,139,597,28,64,86,149,75
LAN,1975,648,5453,1355,217,31,118,611,31,47,104,138,52
LAN,1976,608,5472,1371,200,34,91,486,29,47,91,144,55
LAN,1977,769,5589,1484,223,28,191,588,23,44,83,114,62
LAN,1978,727,5437,1435,251,27,149,610,20,47,111,137,52
LAN,1979,739,5490,1443,220,24,183,556,23,36,83,106,46
LAN,1980,663,5568,1462,209,24,148,492,24,41,96,123,72
LAN,1982,691,5642,1487,222,32,138,528,30,55,106,151,56
LAN,1983,654,5440,1358,197,34,146,541,22,40,86,166,76
LAN,1984,580,5399,1316,213,23,102,488,14,48,92,109,69
LAN,1985,682,5502,1434,226,28,129,539,31,46,104,136,58
LAN,1986,638,5471,1373,232,14,130,478,32,39,81,155,67
LAN,1987,635,5517,1389,236,23,125,445,31,39,82,128,59
LAN,1988,628,5431,1346,217,25,99,437,32,50,95,131,46
LAN,1989,554,5465,1313,241,17,89,507,27,41,83,81,54
LAN,1990,728,5491,1436,222,27,129,538,31,48,71,141,65
LAN,1991,665,5408,1366,191,29,108,583,28,46,94,126,68
LAN,1992,548,5368,1333,201,34,72,503,24,40,102,142,78
LAN,1993,675,5588,1458,234,28,130,492,27,47,107,126,61
LAN,1995,634,4942,1303,191,31,140,468,30,35,68,127,45
LAN,1996,703,5538,1396,215,33,150,516,22,35,74,124,40
LAN,1997,742,5544,1488,242,33,174,498,33,36,105,131,64
LAN,1998,669,5459,1374,209,27,159,447,36,43,91,137,53
LAN,1999,793,5567,1480,253,23,187,594,52,51,74,167,68
LAN,2000,798,5481,1408,265,28,211,668,51,46,66,95,42
LAN,2001,758,5493,1399,264,27,206,519,56,44,57,89,42
LAN,2002,713,5554,1464,286,29,155,428,53,44,67,96,37
LAN,2003,574,5458,1328,260,25,124,407,72,28,71,80,36
LAN,2004,761,5542,1450,226,30,203,536,62,35,69,102,41
LAN,2005,685,5433,1374,284,21,149,541,67,33,57,58,35
LAN,2006,820,5628,1552,307,58,153,601,51,48,66,128,49
LAN,2007,735,5613,1544,276,35,129,511,41,55,58,137,50
LAN,2008,700,5506,1455,271,29,137,543,43,38,64,126,43
LAN,2009,780,5592,1511,278,39,145,607,63,44,78,116,48
LAN,2010,667,5426,1368,270,29,120,533,46,50,85,92,50
LAN,2011,644,5436,1395,237,28,117,498,45,43,71,126,40
MIL,1998,707,5541,1439,266,17,152,532,66,32,61,81,59
MIL,1999,815,5582,1524,299,30,165,658,55,51,87,81,33
MIL,2000,740,5563,1366,297,25,177,620,61,49,61,72,44
MIL,2001,740,5488,1378,273,30,209,488,72,35,65,66,36
MIL,2002,627,5415,1369,269,29,139,500,55,34,79,94,50
MIL,2003,714,5548,1423,266,24,196,547,71,40,62,99,39
MIL,2004,634,5483,1358,295,32,135,540,68,40,56,138,40
MIL,2005,726,5448,1413,327,19,175,531,73,38,66,79,34
MIL,2006,730,5433,1400,301,20,180,502,82,53,58,71,37
MIL,2007,801,5554,1455,310,37,231,501,76,47,60,96,32
MIL,2008,750,5535,1398,324,35,198,550,69,43,54,108,38
MIL,2009,785,5510,1447,281,37,182,610,71,47,58,68,37
MIL,2010,750,5606,1471,293,33,182,546,81,35,35,81,26
MIL,2011,721,5447,1422,276,31,185,481,56,44,85,94,31
MIN,1961,707,5417,1353,215,40,167,597,33,42,67,47,43
MIN,1962,798,5561,1445,215,39,185,649,31,50,71,33,20
MIN,1963,767,5531,1408,223,35,225,547,41,30,84,32,14
MIN,1964,737,5610,1413,227,46,221,553,44,37,74,46,22
MIN,1965,774,5488,1396,257,42,150,554,35,59,77,92,33
MIN,1966,663,5390,1341,219,33,144,513,39,44,49,67,42
MIN,1967,671,5458,1309,216,48,131,512,46,34,66,55,37
MIN,1968,562,5373,1274,207,41,105,445,49,38,69,98,54
MIN,1969,790,5677,1520,246,32,163,599,43,40,65,115,70
MIN,1970,744,5483,1438,230,41,153,501,42,38,79,57,52
MIN,1971,654,5414,1406,197,31,116,512,25,57,64,66,44
MIN,1972,537,5234,1277,182,31,93,478,35,28,73,53,41
MIN,1973,738,5625,1521,240,44,120,598,34,40,34,87,46
MIN,1974,673,5632,1530,190,37,111,520,46,40,64,74,45
MIN,1975,724,5514,1497,215,28,121,563,40,46,62,81,48
MIN,1976,743,5574,1526,222,51,81,550,41,49,93,146,75
MIN,1977,867,5639,1588,273,60,123,563,43,56,81,105,65
MIN,1978,666,5522,1472,259,47,82,604,33,55,109,99,56
MIN,1979,764,5544,1544,256,46,112,526,31,53,142,66,45
MIN,1980,670,5530,1468,252,46,99,436,21,51,92,62,46
MIN,1982,657,5544,1427,234,44,148,474,24,51,22,38,33
MIN,1983,709,5601,1463,280,41,141,467,29,45,29,44,29
MIN,1984,673,5562,1473,259,33,114,437,24,58,26,39,30
MIN,1985,705,5509,1453,282,41,141,502,31,47,39,68,44
MIN,1986,741,5531,1446,257,39,196,501,37,38,44,81,61
MIN,1987,786,5441,1422,258,35,196,523,38,39,47,113,65
MIN,1988,759,5510,1508,294,31,151,528,55,50,37,107,63
MIN,1989,740,5581,1542,278,35,117,478,39,58,51,111,53
MIN,1990,666,5499,1458,281,39,100,445,53,49,40,96,53
MIN,1991,776,5556,1557,270,42,140,526,40,49,44,107,68
MIN,1992,747,5582,1544,275,27,104,527,53,59,46,123,74
MIN,1993,693,5601,1480,261,27,121,493,51,37,27,83,59
MIN,1995,703,5005,1398,270,34,120,471,58,36,18,105,57
MIN,1996,877,5673,1633,332,47,118,576,65,63,20,143,53
MIN,1997,772,5634,1522,305,40,132,495,60,56,20,151,52
MIN,1998,734,5641,1499,285,32,115,506,45,52,18,112,54
MIN,1999,686,5495,1450,285,30,105,500,49,56,24,118,60
MIN,2000,748,5615,1516,325,49,116,556,35,51,24,90,45
MIN,2001,771,5560,1514,328,38,164,495,64,38,25,146,67
MIN,2002,768,5582,1518,348,36,167,472,56,52,34,79,62
MIN,2003,801,5655,1567,318,45,155,512,63,52,42,94,44
MIN,2004,780,5623,1494,310,24,191,513,64,40,46,116,46
MIN,2005,688,5564,1441,269,32,134,485,59,42,42,102,44
MIN,2006,801,5602,1608,275,34,143,490,50,55,31,101,42
MIN,2007,718,5522,1460,273,36,118,512,48,45,34,112,30
MIN,2008,829,5641,1572,298,49,111,529,36,72,52,102,42
MIN,2009,817,5608,1539,271,40,172,585,45,57,51,85,32
MIN,2010,781,5568,1521,318,41,142,559,39,53,38,68,28
MIN,2011,619,5487,1357,259,25,103,440,37,25,31,92,39
ML1,1954,670,5261,1395,217,41,139,471,35,44,110,54,31
ML1,1955,743,5277,1377,219,55,182,504,28,39,72,42,27
ML1,1956,709,5207,1350,212,54,177,486,20,42,142,29,20
ML1,1957,772,5458,1469,221,62,199,461,30,37,64,35,16
ML1,1958,675,5225,1388,221,21,167,478,36,41,79,26,8
ML1,1959,724,5388,1426,216,36,177,488,27,43,64,41,14
ML1,1960,724,5263,1393,198,48,170,463,23,60,59,69,37
ML1,1961,712,5288,1365,199,34,188,534,34,40,62,70,43
ML1,1962,730,5458,1376,204,38,181,581,34,35,47,57,27
ML1,1963,677,5518,1345,204,39,139,525,43,43,82,75,52
ML1,1964,803,5591,1522,274,32,159,486,38,37,54,53,41
ML1,1965,708,5542,1419,243,28,196,408,37,32,58,64,37
ML4,1970,613,5395,1305,202,24,126,592,36,32,115,91,73
ML4,1971,534,5185,1188,160,23,104,543,30,39,107,82,53
ML4,1972,493,5124,1204,167,22,88,472,29,30,78,64,57
ML4,1973,708,5526,1399,229,40,145,563,42,35,61,110,66
ML4,1974,647,5472,1335,228,49,120,500,27,35,56,106,75
ML4,1975,675,5378,1343,242,34,146,553,28,49,73,65,64
ML4,1976,570,5396,1326,170,38,88,511,23,48,78,62,61
ML4,1977,639,5517,1425,255,46,125,443,22,45,60,85,67
ML4,1978,804,5536,1530,265,38,173,520,32,50,89,95,53
ML4,1979,807,5536,1552,291,41,185,549,20,50,72,100,53
ML4,1980,811,5653,1555,298,36,203,455,25,51,58,131,56
ML4,1982,891,5733,1599,277,41,216,484,18,46,56,84,52
ML4,1983,764,5620,1556,281,57,132,475,27,57,61,101,49
ML4,1984,641,5511,1446,232,36,96,432,26,46,42,52,57
ML4,1985,690,5568,1467,250,44,101,462,19,55,54,69,34
ML4,1986,667,5461,1393,255,38,127,530,27,53,53,100,50
ML4,1987,862,5625,1552,272,46,163,598,32,50,63,176,74
ML4,1988,682,5488,1409,258,26,113,439,37,41,59,159,55
ML4,1989,707,5473,1415,235,32,126,455,50,54,51,165,62
ML4,1990,732,5503,1408,247,36,128,519,33,71,59,164,72
ML4,1991,799,5611,1523,247,53,116,556,23,66,52,106,68
ML4,1992,740,5504,1477,272,35,82,511,33,72,61,256,115
ML4,1993,733,5525,1426,240,25,125,555,40,45,57,138,93
ML4,1995,740,5000,1329,249,42,128,502,46,42,41,105,40
ML4,1996,894,5662,1578,304,40,178,624,53,50,45,101,48
ML4,1997,681,5444,1415,294,27,135,494,58,52,48,103,55
MON,1969,582,5419,1300,202,33,125,529,38,30,57,52,52
MON,1970,687,5411,1284,211,35,136,659,39,35,107,65,45
MON,1971,622,5335,1312,197,29,88,543,78,40,102,51,43
MON,1972,513,5156,1205,156,22,91,474,49,30,108,68,66
MON,1973,668,5369,1345,190,23,125,695,44,28,115,77,68
MON,1974,662,5343,1355,201,29,86,652,33,56,106,124,49
MON,1975,601,5518,1346,216,31,98,579,27,38,110,108,58
MON,1976,531,5428,1275,224,32,94,433,16,40,75,86,44
MON,1977,665,5675,1474,294,50,138,478,21,39,69,88,50
MON,1978,633,5530,1404,269,31,121,396,35,40,62,80,42
MON,1979,701,5465,1445,273,42,143,432,27,38,67,121,56
MON,1980,694,5465,1407,250,61,114,547,20,56,76,237,82
MON,1982,697,5557,1454,270,38,133,503,35,41,85,156,56
MON,1983,677,5611,1482,297,41,102,509,38,57,78,138,44
MON,1984,593,5439,1367,242,36,96,470,25,34,74,131,38
MON,1985,633,5429,1342,242,49,118,492,26,45,61,169,77
MON,1986,637,5508,1401,255,50,110,537,33,42,53,193,95
MON,1987,741,5527,1467,310,39,120,501,35,42,57,166,74
MON,1988,628,5573,1400,260,48,107,454,32,44,66,189,89
MON,1989,632,5482,1353,267,30,100,572,35,46,71,160,70
MON,1990,662,5453,1363,227,43,114,576,26,47,87,235,99
MON,1991,579,5412,1329,236,42,95,484,28,47,64,221,100
MON,1992,648,5477,1381,263,37,102,463,43,55,82,196,63
MON,1993,732,5493,1410,270,36,122,542,48,50,100,228,56
MON,1995,621,4905,1268,265,24,118,400,56,32,58,120,49
MON,1996,741,5505,1441,297,27,148,492,58,36,79,108,34
MON,1997,691,5526,1423,339,34,172,420,73,40,72,75,46
MON,1998,644,5418,1348,280,32,147,439,60,37,87,91,46
MON,1999,718,5559,1473,320,47,163,438,53,28,71,70,51
MON,2000,738,5535,1475,310,35,178,476,29,34,78,58,48
MON,2001,670,5379,1361,320,28,131,478,60,45,64,101,51
MON,2002,735,5479,1432,300,36,162,575,46,42,108,118,64
MON,2003,711,5437,1404,294,25,144,522,45,40,72,100,39
MON,2004,635,5474,1361,276,27,151,496,35,33,100,109,38
NY1,1954,732,5245,1386,194,42,186,522,33,52,84,30,23
NY1,1955,702,5288,1377,173,34,169,497,36,50,69,38,22
NY1,1956,540,5190,1268,192,45,145,402,21,37,59,67,34
NY1,1957,643,5346,1349,171,54,157,447,25,42,32,64,38
NYA,1954,805,5226,1400,215,59,133,650,20,47,84,34,41
NYA,1955,761,5161,1342,179,55,175,607,46,49,79,55,25
NYA,1956,857,5312,1433,193,55,190,615,30,36,82,51,37
NYA,1957,723,5271,1412,200,54,145,561,24,43,93,49,38
NYA,1958,759,5294,1418,212,39,164,537,26,42,72,48,32
NYA,1959,687,5379,1397,224,40,153,457,30,38,76,45,22
NYA,1960,746,5290,1377,215,40,193,537,28,45,81,37,23
NYA,1961,827,5559,1461,194,40,240,543,35,45,57,28,18
NYA,1962,817,5644,1509,240,29,199,584,32,54,79,42,29
NYA,1963,714,5506,1387,197,35,188,434,31,30,66,42,26
NYA,1964,730,5705,1442,208,35,162,520,31,34,68,54,18
